schema,table,column,data_type
public,CE2S_CP,spart,text
public,CE2S_CP,hrkft,text
public,CE2S_CP,kstar,text
public,CE2S_CP,pspnr,text
public,CE2S_CP,kstrg,text
public,CE2S_CP,rbeln,text
public,CE2S_CP,rposn,text
public,CE2S_CP,prctr,text
public,CE2S_CP,pprctr,text
public,CE2S_CP,rkestatu,text
public,CE2S_CP,timestmp,text
public,CE2S_CP,kmbrnd,text
public,CE2S_CP,kmcatg,text
public,CE2S_CP,kmhi01,text
public,CE2S_CP,kmhi02,text
public,CE2S_CP,kmhi03,text
public,CE2S_CP,kmkdgr,text
public,CE2S_CP,kmland,text
public,CE2S_CP,kmmakl,text
public,CE2S_CP,kmniel,text
public,CE2S_CP,kmstge,text
public,CE2S_CP,kmvkbu,text
public,CE2S_CP,kmvkgr,text
public,CE2S_CP,kmvtnr,text
public,CE2S_CP,kwsvme_me,text
public,CE2S_CP,kwabfk001,text
public,CE2S_CP,kwablg001,text
public,CE2S_CP,kwablk001,text
public,CE2S_CP,kwabmg001,text
public,CE2S_CP,kwabpr001,text
public,CE2S_CP,kwabsg001,text
public,CE2S_CP,kwabst001,text
public,CE2S_CP,kwakrb001,text
public,CE2S_CP,kwboni001,text
public,CE2S_CP,kwbrum001,text
public,CE2S_CP,kwfkfx001,text
public,CE2S_CP,kwfkva001,text
public,CE2S_CP,kwfoen001,text
public,CE2S_CP,kwkdrb001,text
public,CE2S_CP,kwklfk001,text
public,CE2S_CP,kwlogi001,text
public,CE2S_CP,kwmaek001,text
public,CE2S_CP,kwmagk001,text
public,CE2S_CP,kwmarb001,text
public,CE2S_CP,kwmgrb001,text
public,CE2S_CP,kwmkad001,text
public,CE2S_CP,kwmkdp001,text
public,CE2S_CP,kwmkpr001,text
public,CE2S_CP,kwskto001,text
public,CE2S_CP,kwverw001,text
public,CE2S_CP,kwvkpv001,text
public,CE2S_CP,kwvsek001,text
public,CE2S_CP,kwvtad001,text
public,CE2S_CP,kwvtid001,text
public,CE2S_CP,kwsvme001,text
public,CEPC,mandt,text
public,CEPC,prctr,text
public,CEPC,datbi,text
public,CEPC,kokrs,text
public,CEPC,datab,text
public,CEPC,ersda,text
public,CEPC,usnam,text
public,CEPC,merkmal,text
public,CEPC,abtei,text
public,CEPC,verak,text
public,CEPC,verak_user,text
public,CEPC,waers,text
public,CEPC,nprctr,text
public,CEPC,land1,text
public,CEPC,anred,text
public,CEPC,name1,text
public,CEPC,name2,text
public,CEPC,name3,text
public,CEPC,name4,text
public,CEPC,ort01,text
public,CEPC,ort02,text
public,CEPC,stras,text
public,CEPC,pfach,text
public,CEPC,pstlz,text
public,CEPC,pstl2,text
public,CEPC,spras,text
public,CEPC,telbx,text
public,CEPC,telf1,text
public,CEPC,telf2,text
public,CEPC,telfx,text
public,CEPC,teltx,text
public,CEPC,telx1,text
public,CEPC,datlt,text
public,CEPC,drnam,text
public,CEPC,khinr,text
public,CEPC,bukrs,text
public,CEPC,vname,text
public,CEPC,recid,text
public,CEPC,etype,text
public,CEPC,txjcd,text
public,CEPC,regio,text
public,CEPC,kvewe,text
public,CEPC,kappl,text
public,CEPC,kalsm,text
public,CEPC,logsystem,text
public,CEPC,lock_ind,text
public,CEPC,pca_template,text
public,CEPC,segment,text
public,CKHS,mandt,text
public,CKHS,lednr,text
public,CKHS,bzobj,text
public,CKHS,kalnr,text
public,CKHS,kalka,text
public,CKHS,kadky,text
public,CKHS,tvers,text
public,CKHS,bwvar,text
public,CKHS,kkzma,text
public,CKHS,bukrs,text
public,CKHS,kokrs,text
public,CKHS,fcpmg,text
public,CKHS,froper,text
public,CKHS,diper,text
public,CKHS,toper,text
public,CKHS,kkart,text
public,CKHS,gjahr,text
public,CKHS,erfdt,text
public,CKHS,erfnm,text
public,CKHS,aendt,text
public,CKHS,aennm,text
public,CKHS,absdt,text
public,CKHS,absnm,text
public,CKHS,krsdt,text
public,CKHS,statk,text
public,CKHS,strng,text
public,CKHS,psdat,text
public,CKHS,menge,text
public,CKHS,meeht,text
public,CKHS,hwges,text
public,CKHS,hwgfx,text
public,CKHS,fwges,text
public,CKHS,hwaer,text
public,CKHS,fwaer,text
public,CKHS,ukurs,text
public,CKHS,kurst,text
public,CKHS,ffact,text
public,CKHS,tfact,text
public,CKHS,gwrt1,text
public,CKHS,gwrt2,text
public,CKHS,gwrt3,text
public,CKHS,gwrt4,text
public,CKHS,gwrt5,text
public,CKHS,stflg,text
public,CKHS,ztflg,text
public,CKHS,fvflg,text
public,CKHS,dlflg,text
public,CKHS,frflg,text
public,CKHS,prvfn,text
public,CKHS,pkanz,text
public,CKHS,psanz,text
public,CKHS,knnz1,text
public,CKHS,knnz2,text
public,CKHS,knnz3,text
public,CKHS,knnz4,text
public,CKHS,knnz5,text
public,CKHS,me_summ1,text
public,CKHS,summ1_kpf,text
public,CKHS,summ2_kpf,text
public,CKHS,summ3_kpf,text
public,CKHS,extnr,text
public,CKHS,kostl,text
public,CKHS,aufnr,text
public,CKHS,kstar,text
public,CKHS,hrkft,text
public,CKHS,kalsm,text
public,CKHS,zschl,text
public,CKHS,template,text
public,CKHS,objnr,text
public,CKHS,twges,text
public,CKHS,tkurst,text
public,CKHS,twaer,text
public,CKHS,kkbwvar,text
public,CKHS,kksaprl,text
public,CKHS,tkurs,text
public,CKHS,kzroh,text
public,CKHS,filepath,text
public,CKHS,filename,text
public,CKHS,ckcm,text
public,CKHS,ckcmv,text
public,CKHS,maxcid,text
public,CKHS,inthier,text
public,CKHS,log_handle,text
public,CKIS,mandt,text
public,CKIS,lednr,text
public,CKIS,bzobj,text
public,CKIS,kalnr,text
public,CKIS,kalka,text
public,CKIS,kadky,text
public,CKIS,tvers,text
public,CKIS,bwvar,text
public,CKIS,kkzma,text
public,CKIS,posnr,text
public,CKIS,statp,text
public,CKIS,strgp,text
public,CKIS,typps,text
public,CKIS,kstar,text
public,CKIS,kstar_manual,text
public,CKIS,hrkft,text
public,CKIS,elemt,text
public,CKIS,elemtns,text
public,CKIS,fvflg,text
public,CKIS,opcod,text
public,CKIS,frlnr,text
public,CKIS,bukrs,text
public,CKIS,werks,text
public,CKIS,matnr,text
public,CKIS,pschl,text
public,CKIS,kokrs_hrk,text
public,CKIS,extnr,text
public,CKIS,gpreis,text
public,CKIS,fpreis,text
public,CKIS,peinh,text
public,CKIS,pmeht,text
public,CKIS,price_manual,text
public,CKIS,wertb,text
public,CKIS,wertn,text
public,CKIS,wrtfx,text
public,CKIS,wrtfw_kpf,text
public,CKIS,wrtfw_kfx,text
public,CKIS,fwaer_kpf,text
public,CKIS,wrtfw_pos,text
public,CKIS,wrtfw_pfx,text
public,CKIS,fwaer,text
public,CKIS,mkurs,text
public,CKIS,fweht,text
public,CKIS,menge,text
public,CKIS,meeht,text
public,CKIS,summ1,text
public,CKIS,summ2,text
public,CKIS,summ3,text
public,CKIS,dpreis,text
public,CKIS,preis1,text
public,CKIS,preis2,text
public,CKIS,preis3,text
public,CKIS,preis4,text
public,CKIS,preis5,text
public,CKIS,pfkt1,text
public,CKIS,pfkt2,text
public,CKIS,pfkt3,text
public,CKIS,pfkt4,text
public,CKIS,pfkt5,text
public,CKIS,zuabs,text
public,CKIS,zufkt,text
public,CKIS,psknz,text
public,CKIS,sbdkz,text
public,CKIS,vtknz,text
public,CKIS,lstar,text
public,CKIS,arbid,text
public,CKIS,kostl,text
public,CKIS,infnr,text
public,CKIS,ekorg,text
public,CKIS,esokz,text
public,CKIS,lifnr,text
public,CKIS,ebeln,text
public,CKIS,ebelp,text
public,CKIS,steus,text
public,CKIS,fxpru,text
public,CKIS,stpos,text
public,CKIS,afakt,text
public,CKIS,bwtar,text
public,CKIS,mkalk,text
public,CKIS,btyp,text
public,CKIS,kalnr_ba,text
public,CKIS,misch_verh,text
public,CKIS,umrez,text
public,CKIS,umren,text
public,CKIS,ausmg,text
public,CKIS,ausmgko,text
public,CKIS,ausproz,text
public,CKIS,aplzl,text
public,CKIS,vornr,text
public,CKIS,uvorn,text
public,CKIS,steas,text
public,CKIS,posnr_ext,text
public,CKIS,pointer1,text
public,CKIS,pointer2,text
public,CKIS,pointer3,text
public,CKIS,opreis,text
public,CKIS,opreifx,text
public,CKIS,tpreis,text
public,CKIS,tpreifx,text
public,CKIS,patnr,text
public,CKIS,verws,text
public,CKIS,prskz,text
public,CKIS,strat,text
public,CKIS,substrat,text
public,CKIS,tkurs,text
public,CKIS,selkz,text
public,CKIS,vrggrp,text
public,CKIS,kkzmm,text
public,CKIS,ssedd,text
public,CKIS,fehlkz,text
public,CKIS,no_ccsplit,text
public,CKIS,schkz,text
public,CKIS,schkzns,text
public,CKIS,ufield_mode,text
public,CKIS,ukaln,text
public,CKIS,ukalka,text
public,CKIS,ukadky,text
public,CKIS,utvers,text
public,CKIS,ubwvar,text
public,CKIS,hkmat,text
public,CKIS,sposn,text
public,CKIS,ustrat,text
public,CKIS,baugr,text
public,CKIS,asnum,text
public,CKIS,peinh_2,text
public,CKIS,peinh_3,text
public,CKIS,prznr,text
public,CKIS,nlag,text
public,CKIS,prctr,text
public,CKIS,gsber,text
public,CKIS,pspnr,text
public,CKIS,parob,text
public,CKIS,kzanw,text
public,CKIS,kzlb,text
public,CKIS,subkey,text
public,CKIS,kzwso,text
public,CKIS,disst,text
public,CKIS,cuobj,text
public,CKIS,gentyp,text
public,CKIS,component_id,text
public,CKIT,mandt,text
public,CKIT,lednr,text
public,CKIT,bzobj,text
public,CKIT,kalnr,text
public,CKIT,kalka,text
public,CKIT,kadky,text
public,CKIT,tvers,text
public,CKIT,bwvar,text
public,CKIT,kkzma,text
public,CKIT,posnr,text
public,CKIT,spras,text
public,CKIT,ltext,text
public,CKMLCR,mandt,text
public,CKMLCR,kalnr,text
public,CKMLCR,bdatj,text
public,CKMLCR,poper,text
public,CKMLCR,untper,text
public,CKMLCR,curtp,text
public,CKMLCR,peinh,text
public,CKMLCR,vprsv,text
public,CKMLCR,stprs,text
public,CKMLCR,pvprs,text
public,CKMLCR,waers,text
public,CKMLCR,salk3,text
public,CKMLCR,salkv,text
public,CKMLCR,zuumb_o,text
public,CKMLCR,abprd_o,text
public,CKMLCR,abkdm_o,text
public,CKMLCR,zuprd_o,text
public,CKMLCR,zukdm_o,text
public,CKMLCR,vpprd_o,text
public,CKMLCR,vpkdm_o,text
public,CKMLCR,vppbprd_o,text
public,CKMLCR,vppbkdm_o,text
public,CKMLCR,vnprd_o,text
public,CKMLCR,vnkdm_o,text
public,CKMLCR,ekprd_o,text
public,CKMLCR,ekkdm_o,text
public,CKMLCR,pbprd_o,text
public,CKMLCR,pbkdm_o,text
public,CKMLCR,vnprd_ea,text
public,CKMLCR,vnkdm_ea,text
public,CKMLCR,ebprd_ea,text
public,CKMLCR,ebkdm_ea,text
public,CKMLCR,zuumb_a,text
public,CKMLCR,zuprd_a,text
public,CKMLCR,zukdm_a,text
public,CKMLCR,ekprd_a,text
public,CKMLCR,ekkdm_a,text
public,CKMLCR,pbprd_a,text
public,CKMLCR,pbkdm_a,text
public,CKMLCR,abprd_mo,text
public,CKMLCR,abkdm_mo,text
public,CKMLCR,zuprd_mo,text
public,CKMLCR,zukdm_mo,text
public,CKMLCR,vnprd_ma,text
public,CKMLCR,vnkdm_ma,text
public,CKMLCR,ebprd_ma,text
public,CKMLCR,ebkdm_ma,text
public,CKMLCR,absalk3,text
public,CKMLCR,zukdm_ost,text
public,CKMLCR,ekkdm_ost,text
public,CKMLCR,pbkdm_ost,text
public,CKMLCR,vpkdm_ost,text
public,CKMLCR,vppbkdm_ost,text
public,CKMLCR,vnkdm_ost,text
public,CKMLCR,markup_o,text
public,CKMLHD,mandt,text
public,CKMLHD,kalnr,text
public,CKMLHD,mlast,text
public,CKMLHD,xabrech,text
public,CKMLHD,abrechdat,text
public,CKMLHD,xabrerr,text
public,CKMLHD,abrechuhr,text
public,CKMLHD,matnr,text
public,CKMLHD,bwkey,text
public,CKMLHD,bwtar,text
public,CKMLHD,kzbws,text
public,CKMLHD,xobew,text
public,CKMLHD,sobkz,text
public,CKMLHD,vbeln,text
public,CKMLHD,posnr,text
public,CKMLHD,pspnr,text
public,CKMLHD,lifnr,text
public,CKMLPP,mandt,text
public,CKMLPP,kalnr,text
public,CKMLPP,bdatj,text
public,CKMLPP,poper,text
public,CKMLPP,untper,text
public,CKMLPP,kz_abger,text
public,CKMLPP,xkonchk,text
public,CKMLPP,status,text
public,CKMLPP,meins,text
public,CKMLPP,saprl,text
public,CKMLPP,xerror,text
public,CKMLPP,cd_ok,text
public,CKMLPP,xnewccsnextmon,text
public,CKMLPP,xmymp,text
public,CKMLPP,lbkum,text
public,CKMLPP,umkumo,text
public,CKMLPP,abkumo,text
public,CKMLPP,zukumo,text
public,CKMLPP,szkumo,text
public,CKMLPP,vpkumo,text
public,CKMLPP,vnkumo,text
public,CKMLPP,ekkumo,text
public,CKMLPP,pbkumo,text
public,CKMLPP,pbpopo,text
public,CKMLPP,vppopo,text
public,CKMLPP,umkuma,text
public,CKMLPP,zukuma,text
public,CKMLPP,ekkuma,text
public,CKMLPP,pbkuma,text
public,CKMLPP,xvnb,text
public,CKMLPP,xwip,text
public,CKMLPP,xobjwip,text
public,CKMLPP,xnopl,text
public,CKMLPP,xmstuf,text
public,CKMLPP,xckmm,text
public,CKMLPP,xclean,text
public,CKMLPP,xavrsim,text
public,CKMLPR,mandt,text
public,CKMLPR,kalnr,text
public,CKMLPR,curtp,text
public,CKMLPR,peinh,text
public,CKMLPR,zprsdat,text
public,CKMLPR,zkprs,text
public,CKMLPR,kalkz,text
public,CKMLPR,pprdz,text
public,CKMLPR,pdatz,text
public,CKMLPR,bwva1,text
public,CKMLPR,vers1,text
public,CKMLPR,zplpr,text
public,CKMLPR,fplpx,text
public,CKMLPR,zbwst,text
public,CKMLPR,kalkl,text
public,CKMLPR,pprdl,text
public,CKMLPR,pdatl,text
public,CKMLPR,bwva2,text
public,CKMLPR,vers2,text
public,CKMLPR,lplpr,text
public,CKMLPR,lplpx,text
public,CKMLPR,lbwst,text
public,CKMLPR,kalkv,text
public,CKMLPR,pprdv,text
public,CKMLPR,pdatv,text
public,CKMLPR,bwva3,text
public,CKMLPR,vers3,text
public,CKMLPR,vplpr,text
public,CKMLPR,vplpx,text
public,CKMLPR,cbwst,text
public,CKMLPR,set_by_marking,text
public,CKMLPR,eibdatj,text
public,CKMLPR,eipoper,text
public,CKMLPR,eiprice,text
public,COEP,mandt,text
public,COEP,kokrs,text
public,COEP,belnr,text
public,COEP,buzei,text
public,COEP,perio,text
public,COEP,wtgbtr,text
public,COEP,wogbtr,text
public,COEP,wkgbtr,text
public,COEP,wkfbtr,text
public,COEP,pagbtr,text
public,COEP,pafbtr,text
public,COEP,megbtr,text
public,COEP,mefbtr,text
public,COEP,mbgbtr,text
public,COEP,mbfbtr,text
public,COEP,lednr,text
public,COEP,objnr,text
public,COEP,gjahr,text
public,COEP,wrttp,text
public,COEP,versn,text
public,COEP,kstar,text
public,COEP,hrkft,text
public,COEP,vrgng,text
public,COEP,parob,text
public,COEP,parob1,text
public,COEP,uspob,text
public,COEP,vbund,text
public,COEP,pargb,text
public,COEP,beknz,text
public,COEP,twaer,text
public,COEP,owaer,text
public,COEP,meinh,text
public,COEP,meinb,text
public,COEP,mvflg,text
public,COEP,sgtxt,text
public,COEP,refbz,text
public,COEP,zlenr,text
public,COEP,bw_refbz,text
public,COEP,gkont,text
public,COEP,gkoar,text
public,COEP,werks,text
public,COEP,matnr,text
public,COEP,rbest,text
public,COEP,ebeln,text
public,COEP,ebelp,text
public,COEP,zekkn,text
public,COEP,erlkz,text
public,COEP,pernr,text
public,COEP,btrkl,text
public,COEP,objnr_n1,text
public,COEP,objnr_n2,text
public,COEP,objnr_n3,text
public,COEP,paobjnr,text
public,COEP,beltp,text
public,COEP,bukrs,text
public,COEP,gsber,text
public,COEP,fkber,text
public,COEP,scope,text
public,COEP,logsyso,text
public,COEP,pkstar,text
public,COEP,pbukrs,text
public,COEP,pfkber,text
public,COEP,pscope,text
public,COEP,logsysp,text
public,COEP,dabrz,text
public,COEP,bwstrat,text
public,COEP,objnr_hk,text
public,COEP,timestmp,text
public,COEP,qmnum,text
public,COEP,geber,text
public,COEP,pgeber,text
public,COEP,grant_nbr,text
public,COEP,pgrant_nbr,text
public,COEP,refbz_fi,text
public,COEP,segment,text
public,COEP,psegment,text
public,COEP,budget_pd,text
public,COEP,pbudget_pd,text
public,COEP,prodper,text
public,COEP,zzspreg,text
public,COEP,zzbuspartn,text
public,COEP,zzproduct,text
public,COEP,zzloca,text
public,COEP,zzchan,text
public,COEP,zzlob,text
public,COEP,zznfal,text
public,COEP,zzuserfld1,text
public,COEP,zzuserfld2,text
public,COEP,zzuserfld3,text
public,COEP,zzregion,text
public,COEP,zzstate,text
public,COEP,z_prs_offshore,text
public,COEP,z_prs_bill_flag,text
public,COEP,z_prs_country,text
public,COEP,z_prs_chargelevl,text
public,COSP,mandt,text
public,COSP,lednr,text
public,COSP,objnr,text
public,COSP,gjahr,text
public,COSP,wrttp,text
public,COSP,versn,text
public,COSP,kstar,text
public,COSP,hrkft,text
public,COSP,vrgng,text
public,COSP,vbund,text
public,COSP,pargb,text
public,COSP,beknz,text
public,COSP,twaer,text
public,COSP,perbl,text
public,COSP,meinh,text
public,COSP,wtg001,text
public,COSP,wtg002,text
public,COSP,wtg003,text
public,COSP,wtg004,text
public,COSP,wtg005,text
public,COSP,wtg006,text
public,COSP,wtg007,text
public,COSP,wtg008,text
public,COSP,wtg009,text
public,COSP,wtg010,text
public,COSP,wtg011,text
public,COSP,wtg012,text
public,COSP,wtg013,text
public,COSP,wtg014,text
public,COSP,wtg015,text
public,COSP,wtg016,text
public,COSP,wog001,text
public,COSP,wog002,text
public,COSP,wog003,text
public,COSP,wog004,text
public,COSP,wog005,text
public,COSP,wog006,text
public,COSP,wog007,text
public,COSP,wog008,text
public,COSP,wog009,text
public,COSP,wog010,text
public,COSP,wog011,text
public,COSP,wog012,text
public,COSP,wog013,text
public,COSP,wog014,text
public,COSP,wog015,text
public,COSP,wog016,text
public,COSP,wkg001,text
public,COSP,wkg002,text
public,COSP,wkg003,text
public,COSP,wkg004,text
public,COSP,wkg005,text
public,COSP,wkg006,text
public,COSP,wkg007,text
public,COSP,wkg008,text
public,COSP,wkg009,text
public,COSP,wkg010,text
public,COSP,wkg011,text
public,COSP,wkg012,text
public,COSP,wkg013,text
public,COSP,wkg014,text
public,COSP,wkg015,text
public,COSP,wkg016,text
public,COSP,wkf001,text
public,COSP,wkf002,text
public,COSP,wkf003,text
public,COSP,wkf004,text
public,COSP,wkf005,text
public,COSP,wkf006,text
public,COSP,wkf007,text
public,COSP,wkf008,text
public,COSP,wkf009,text
public,COSP,wkf010,text
public,COSP,wkf011,text
public,COSP,wkf012,text
public,COSP,wkf013,text
public,COSP,wkf014,text
public,COSP,wkf015,text
public,COSP,wkf016,text
public,COSP,pag001,text
public,COSP,pag002,text
public,COSP,pag003,text
public,COSP,pag004,text
public,COSP,pag005,text
public,COSP,pag006,text
public,COSP,pag007,text
public,COSP,pag008,text
public,COSP,pag009,text
public,COSP,pag010,text
public,COSP,pag011,text
public,COSP,pag012,text
public,COSP,pag013,text
public,COSP,pag014,text
public,COSP,pag015,text
public,COSP,pag016,text
public,COSP,meg001,text
public,COSP,meg002,text
public,COSP,meg003,text
public,COSP,meg004,text
public,COSP,meg005,text
public,COSP,meg006,text
public,COSP,meg007,text
public,COSP,meg008,text
public,COSP,meg009,text
public,COSP,meg010,text
public,COSP,meg011,text
public,COSP,meg012,text
public,COSP,meg013,text
public,COSP,meg014,text
public,COSP,meg015,text
public,COSP,meg016,text
public,COSP,mef001,text
public,COSP,mef002,text
public,COSP,mef003,text
public,COSP,mef004,text
public,COSP,mef005,text
public,COSP,mef006,text
public,COSP,mef007,text
public,COSP,mef008,text
public,COSP,mef009,text
public,COSP,mef010,text
public,COSP,mef011,text
public,COSP,mef012,text
public,COSP,mef013,text
public,COSP,mef014,text
public,COSP,mef015,text
public,COSP,mef016,text
public,COSP,muv001,text
public,COSP,muv002,text
public,COSP,muv003,text
public,COSP,muv004,text
public,COSP,muv005,text
public,COSP,muv006,text
public,COSP,muv007,text
public,COSP,muv008,text
public,COSP,muv009,text
public,COSP,muv010,text
public,COSP,muv011,text
public,COSP,muv012,text
public,COSP,muv013,text
public,COSP,muv014,text
public,COSP,muv015,text
public,COSP,muv016,text
public,COSP,beltp,text
public,COSP,timestmp,text
public,COSP,bukrs,text
public,COSP,fkber,text
public,COSP,segment,text
public,COSP,geber,text
public,COSP,grant_nbr,text
public,COSP,budget_pd,text
public,COSS,mandt,text
public,COSS,lednr,text
public,COSS,objnr,text
public,COSS,gjahr,text
public,COSS,wrttp,text
public,COSS,versn,text
public,COSS,kstar,text
public,COSS,hrkft,text
public,COSS,vrgng,text
public,COSS,parob,text
public,COSS,uspob,text
public,COSS,beknz,text
public,COSS,twaer,text
public,COSS,perbl,text
public,COSS,meinh,text
public,COSS,wtg001,text
public,COSS,wtg002,text
public,COSS,wtg003,text
public,COSS,wtg004,text
public,COSS,wtg005,text
public,COSS,wtg006,text
public,COSS,wtg007,text
public,COSS,wtg008,text
public,COSS,wtg009,text
public,COSS,wtg010,text
public,COSS,wtg011,text
public,COSS,wtg012,text
public,COSS,wtg013,text
public,COSS,wtg014,text
public,COSS,wtg015,text
public,COSS,wtg016,text
public,COSS,wog001,text
public,COSS,wog002,text
public,COSS,wog003,text
public,COSS,wog004,text
public,COSS,wog005,text
public,COSS,wog006,text
public,COSS,wog007,text
public,COSS,wog008,text
public,COSS,wog009,text
public,COSS,wog010,text
public,COSS,wog011,text
public,COSS,wog012,text
public,COSS,wog013,text
public,COSS,wog014,text
public,COSS,wog015,text
public,COSS,wog016,text
public,COSS,wkg001,text
public,COSS,wkg002,text
public,COSS,wkg003,text
public,COSS,wkg004,text
public,COSS,wkg005,text
public,COSS,wkg006,text
public,COSS,wkg007,text
public,COSS,wkg008,text
public,COSS,wkg009,text
public,COSS,wkg010,text
public,COSS,wkg011,text
public,COSS,wkg012,text
public,COSS,wkg013,text
public,COSS,wkg014,text
public,COSS,wkg015,text
public,COSS,wkg016,text
public,COSS,wkf001,text
public,COSS,wkf002,text
public,COSS,wkf003,text
public,COSS,wkf004,text
public,COSS,wkf005,text
public,COSS,wkf006,text
public,COSS,wkf007,text
public,COSS,wkf008,text
public,COSS,wkf009,text
public,COSS,wkf010,text
public,COSS,wkf011,text
public,COSS,wkf012,text
public,COSS,wkf013,text
public,COSS,wkf014,text
public,COSS,wkf015,text
public,COSS,wkf016,text
public,COSS,pag001,text
public,COSS,pag002,text
public,COSS,pag003,text
public,COSS,pag004,text
public,COSS,pag005,text
public,COSS,pag006,text
public,COSS,pag007,text
public,COSS,pag008,text
public,COSS,pag009,text
public,COSS,pag010,text
public,COSS,pag011,text
public,COSS,pag012,text
public,COSS,pag013,text
public,COSS,pag014,text
public,COSS,pag015,text
public,COSS,pag016,text
public,COSS,paf001,text
public,COSS,paf002,text
public,COSS,paf003,text
public,COSS,paf004,text
public,COSS,paf005,text
public,COSS,paf006,text
public,COSS,paf007,text
public,COSS,paf008,text
public,COSS,paf009,text
public,COSS,paf010,text
public,COSS,paf011,text
public,COSS,paf012,text
public,COSS,paf013,text
public,COSS,paf014,text
public,COSS,paf015,text
public,COSS,paf016,text
public,COSS,meg001,text
public,COSS,meg002,text
public,COSS,meg003,text
public,COSS,meg004,text
public,COSS,meg005,text
public,COSS,meg006,text
public,COSS,meg007,text
public,COSS,meg008,text
public,COSS,meg009,text
public,COSS,meg010,text
public,COSS,meg011,text
public,COSS,meg012,text
public,COSS,meg013,text
public,COSS,meg014,text
public,COSS,meg015,text
public,COSS,meg016,text
public,COSS,mef001,text
public,COSS,mef002,text
public,COSS,mef003,text
public,COSS,mef004,text
public,COSS,mef005,text
public,COSS,mef006,text
public,COSS,mef007,text
public,COSS,mef008,text
public,COSS,mef009,text
public,COSS,mef010,text
public,COSS,mef011,text
public,COSS,mef012,text
public,COSS,mef013,text
public,COSS,mef014,text
public,COSS,mef015,text
public,COSS,mef016,text
public,COSS,muv001,text
public,COSS,muv002,text
public,COSS,muv003,text
public,COSS,muv004,text
public,COSS,muv005,text
public,COSS,muv006,text
public,COSS,muv007,text
public,COSS,muv008,text
public,COSS,muv009,text
public,COSS,muv010,text
public,COSS,muv011,text
public,COSS,muv012,text
public,COSS,muv013,text
public,COSS,muv014,text
public,COSS,muv015,text
public,COSS,muv016,text
public,COSS,beltp,text
public,COSS,timestmp,text
public,COSS,bukrs,text
public,COSS,fkber,text
public,COSS,segment,text
public,COSS,geber,text
public,COSS,grant_nbr,text
public,COSS,budget_pd,text
public,CRHD,mandt,text
public,CRHD,objty,text
public,CRHD,objid,text
public,CRHD,begda,text
public,CRHD,endda,text
public,CRHD,aedat_grnd,text
public,CRHD,aenam_grnd,text
public,CRHD,aedat_vora,text
public,CRHD,aenam_vora,text
public,CRHD,aedat_term,text
public,CRHD,aenam_term,text
public,CRHD,aedat_tech,text
public,CRHD,aenam_tech,text
public,CRHD,arbpl,text
public,CRHD,werks,text
public,CRHD,verwe,text
public,CRHD,lvorm,text
public,CRHD,par01,text
public,CRHD,par02,text
